Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
11/06/2023,12:30,FINLAND - VEIKKAUSLIIGA,Lahti,Haka,-,2.6,3.2,2.55,1.98,1.88,1.7,2.05
11/06/2023,12:30,FINLAND - VEIKKAUSLIIGA,Mariehamn,SJK,-,4.2,3.4,1.8,2.02,1.82,1.8,1.95
11/06/2023,12:30,FINLAND - VEIKKAUSLIIGA,VPS,KuPS,-,4.33,3.4,1.75,2.2,1.65,2.05,1.7
11/06/2023,15:30,ITALY - SERIE B,Bari,Cagliari,PLAY OFFS ,2.45,3.2,3.0,2.2,1.65,1.95,1.8
11/06/2023,02:00,JAPAN - J1 LEAGUE,Albirex Niigata,Kyoto,ROUND 17,2.1,3.5,3.5,2.02,1.82,1.8,1.95
11/06/2023,04:00,JAPAN - J1 LEAGUE,Nagoya Grampus,Avispa Fukuoka,ROUND 17,1.75,3.4,5.25,2.7,1.44,2.38,1.53
11/06/2023,06:00,JAPAN - J1 LEAGUE,Gamba Osaka,FC Tokyo,ROUND 17,2.4,3.25,3.1,2.02,1.82,1.75,2.0
11/06/2023,06:00,JAPAN - J1 LEAGUE,Kashima Antlers,Shonan Bellmare,ROUND 17,1.91,3.5,4.2,1.98,1.88,1.8,1.95
11/06/2023,06:30,JAPAN - J1 LEAGUE,Yokohama FC,Urawa Reds,ROUND 17,6.0,4.33,1.53,1.75,2.05,1.91,1.91
11/06/2023,07:00,JAPAN - J1 LEAGUE,Kawasaki Frontale,Sanfrecce Hiroshima,ROUND 17,2.5,3.3,2.8,2.1,1.7,1.8,1.95
11/06/2023,01:05,JAPAN - J2 LEAGUE,Vegalta Sendai,Iwata,ROUND 20,3.0,3.3,2.38,1.9,1.95,1.67,2.1
11/06/2023,02:00,JAPAN - J2 LEAGUE,Blaublitz,Kanazawa,ROUND 20,2.2,3.2,3.5,2.2,1.65,1.83,1.83
11/06/2023,02:00,JAPAN - J2 LEAGUE,Machida,V-Varen Nagasaki,ROUND 20,1.91,3.4,4.33,2.35,1.57,2.1,1.67
11/06/2023,02:00,JAPAN - J2 LEAGUE,Montedio Yamagata,Iwaki,ROUND 20,1.91,3.6,3.8,1.75,2.05,1.67,2.1
11/06/2023,04:00,JAPAN - J2 LEAGUE,Kofu,Renofa Yamaguchi,ROUND 20,1.75,3.5,5.0,2.05,1.8,1.83,1.83
11/06/2023,04:00,JAPAN - J2 LEAGUE,Mito,Chiba,ROUND 20,3.75,3.3,2.05,2.1,1.7,1.83,1.83
11/06/2023,04:00,JAPAN - J2 LEAGUE,Tokushima,Tochigi SC,ROUND 20,2.5,2.8,3.4,3.1,1.36,2.25,1.57
11/06/2023,06:00,JAPAN - J2 LEAGUE,Kusatsu,Oita Trinita,ROUND 20,3.5,3.2,2.2,2.25,1.62,1.91,1.8
11/06/2023,06:00,JAPAN - J2 LEAGUE,Omiya Ardija,Fujieda MYFC,ROUND 20,2.38,3.4,3.0,1.7,2.1,1.57,2.25
11/06/2023,07:00,JAPAN - J2 LEAGUE,Kumamoto,Shimizu S-Pulse,ROUND 20,4.0,3.75,1.85,1.75,2.05,1.67,2.1
11/06/2023,07:00,JAPAN - J2 LEAGUE,Okayama,Verdy,ROUND 20,3.4,2.88,2.5,2.6,1.48,2.1,1.67
11/06/2023,10:00,LITHUANIA - A LYGA,Zalgiris,Dainava Alytus,ROUND 18,,,,,,,
11/06/2023,11:55,LITHUANIA - A LYGA,FK Panevezys,Dziugas Telsiai,ROUND 18,1.27,5.15,10.2,1.81,1.98,2.3,1.59
11/06/2023,11:55,LITHUANIA - A LYGA,Kauno Zalgiris,Hegelmann,ROUND 18,2.32,3.0,2.88,2.1,1.67,1.75,2.03
11/06/2023,12:00,NORWAY - ELITESERIEN,Aalesund,Tromso,ROUND 10,2.45,3.2,3.0,2.15,1.67,1.95,1.8
11/06/2023,12:00,NORWAY - ELITESERIEN,Bodo/Glimt,Ham-Kam,ROUND 10,1.17,8.5,12.0,1.33,3.4,1.95,1.8
11/06/2023,12:00,NORWAY - ELITESERIEN,Haugesund,Sandefjord,ROUND 10,1.91,3.5,4.0,1.98,1.88,1.8,1.95
11/06/2023,12:00,NORWAY - ELITESERIEN,Odd,Molde,ROUND 10,4.75,3.8,1.7,1.62,2.25,1.62,2.2
11/06/2023,12:00,NORWAY - ELITESERIEN,Sarpsborg 08,Viking,ROUND 10,2.0,4.0,3.3,1.44,2.7,1.4,2.75
11/06/2023,12:00,NORWAY - ELITESERIEN,Stabaek,Rosenborg,ROUND 10,2.8,3.2,2.63,2.1,1.7,1.8,1.95
11/06/2023,12:00,NORWAY - ELITESERIEN,Valerenga,Stromsgodset,ROUND 10,1.7,4.33,4.2,1.57,2.35,1.62,2.2
11/06/2023,14:15,NORWAY - ELITESERIEN,Brann,Lillestrom,ROUND 10,1.57,4.0,5.75,1.65,2.2,1.75,2.0
11/06/2023,10:00,NORWAY - OBOS-LIGAEN,Bryne,Asane,ROUND 12,2.15,3.5,3.25,1.67,2.15,1.57,2.25
11/06/2023,10:00,NORWAY - OBOS-LIGAEN,Fredrikstad,Start,ROUND 12,2.15,3.6,3.3,1.7,2.1,1.57,2.25
11/06/2023,10:00,NORWAY - OBOS-LIGAEN,Kongsvinger,Ranheim,ROUND 12,1.95,3.75,3.75,1.57,2.35,1.53,2.38
11/06/2023,10:00,NORWAY - OBOS-LIGAEN,Sandnes,Hodd,ROUND 12,1.91,3.4,4.2,1.9,1.95,1.73,2.0
11/06/2023,10:00,NORWAY - OBOS-LIGAEN,Skeid,KFUM Oslo,ROUND 12,2.6,3.5,2.6,1.62,2.25,1.53,2.38
11/06/2023,11:00,PARAGUAY - PRIMERA DIVISION,Tacuary,Cerro Porteno,APERTURA ,5.25,3.8,1.55,1.8,2.0,1.83,1.83
11/06/2023,19:30,PARAGUAY - PRIMERA DIVISION,Olimpia Asuncion,Resistencia,APERTURA ,1.36,4.33,7.0,1.73,2.08,2.0,1.73
11/06/2023,15:00,PERU - LIGA 1,Alianza Atl.,Sporting Cristal,APERTURA ,4.0,3.5,1.95,1.7,2.1,1.62,2.2
11/06/2023,17:30,PERU - LIGA 1,Cusco,Cesar Vallejo,APERTURA ,1.62,3.8,5.5,1.9,1.95,1.83,1.83
11/06/2023,20:00,PERU - LIGA 1,Sport Huancayo,U. de Deportes,APERTURA ,2.3,3.3,3.25,1.9,1.95,1.67,2.1
11/06/2023,16:15,PORTUGAL - LIGA PORTUGAL,Maritimo,Estrela,RELEGATION ,1.85,3.5,3.75,1.9,1.9,1.73,2.0
11/06/2023,13:00,PORTUGAL - LIGA PORTUGAL 2,BSAD,Vilaverdense,RELEGATION ,1.95,3.3,3.5,2.1,1.7,1.83,1.83
11/06/2023,04:30,SOUTH KOREA - K LEAGUE 1,Gangwon,Jeonbuk,ROUND 18,3.1,3.4,2.0,2.15,1.67,1.83,1.83
11/06/2023,06:00,SOUTH KOREA - K LEAGUE 1,Seoul,Pohang,ROUND 18,2.4,3.1,2.63,2.15,1.67,1.83,1.83
11/06/2023,07:00,SOUTH KOREA - K LEAGUE 1,Suwon Bluewings,Incheon,ROUND 18,2.88,3.1,2.25,2.08,1.73,1.83,1.83
11/06/2023,04:00,SOUTH KOREA - K LEAGUE 2,Bucheon FC 1995,Cheonan City,ROUND 17,1.45,4.2,5.25,1.82,1.98,2.0,1.73
11/06/2023,04:00,SOUTH KOREA - K LEAGUE 2,Cheongju,Jeonnam,ROUND 17,3.5,3.2,2.0,2.05,1.75,1.83,1.83
11/06/2023,08:00,SOUTH KOREA - K LEAGUE 2,Seongnam,Seoul E.,ROUND 17,2.2,3.0,3.1,2.15,1.67,1.83,1.83
11/06/2023,16:00,SPAIN - LALIGA2,Alaves,Levante,PROMOTION ,2.3,3.0,3.2,2.6,1.48,2.2,1.62
11/06/2023,10:00,SWEDEN - ALLSVENSKAN,AIK,Elfsborg,ROUND 12,3.4,3.3,2.15,1.9,1.95,1.67,2.1
11/06/2023,10:00,SWEDEN - ALLSVENSKAN,Sirius,Goteborg,ROUND 12,2.15,3.4,3.25,1.85,2.0,1.7,2.05
11/06/2023,12:30,SWEDEN - ALLSVENSKAN,Djurgarden,Norrkoping,ROUND 12,1.55,4.2,5.75,1.85,2.0,1.95,1.8
11/06/2023,12:30,SWEDEN - ALLSVENSKAN,Hacken,Mjallby,ROUND 12,1.36,5.25,8.0,1.57,2.35,1.95,1.8
11/06/2023,08:00,SWEDEN - SUPERETTAN,AFC Eskilstuna,Helsingborg,ROUND 12,2.25,3.25,2.75,2.02,1.82,1.75,2.0
11/06/2023,08:00,SWEDEN - SUPERETTAN,Brage,Landskrona,ROUND 12,2.1,3.1,3.1,1.9,1.95,1.67,2.1
11/06/2023,10:00,SWEDEN - SUPERETTAN,GAIS,Orebro,ROUND 12,1.53,3.75,5.5,1.95,1.9,2.0,1.75
11/06/2023,10:00,SWEDEN - SUPERETTAN,Ostersund,Orgryte,ROUND 12,2.38,3.25,2.55,1.93,1.93,1.7,2.05
11/06/2023,14:00,USA - MLS,St. Louis City,Los Angeles Galaxy,-,1.95,3.8,3.6,1.65,2.2,1.57,2.25
11/06/2023,23:00,USA - MLS,Portland Timbers,FC Dallas,-,2.1,3.4,3.6,1.93,1.93,1.7,2.05
