Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
11,l6d39Y01,04/08/2023,08:45,SINGAPORE - PREMIER LEAGUE,Hougang,DPMM,-,1.91,4.5,2.7,1.17,5.0,1.01,34.0,1.06,10.0,1.25,4.0,1.62,2.2,2.38,1.53,1.29,3.5,2.0,1.85,1.43,2.75,34.0,23.0,26.0,34.0,21.0,12.0,12.0,19.0,19.0,10.0,12.0,17.0,23.0,13.0,15.0,23.0,51.0
12,WQBS6qEG,04/08/2023,09:00,INDONESIA - LIGA 1,Borneo,RANS Nusantara,ROUND 6,1.36,4.85,7.27,1.26,3.48,1.02,13.9,1.14,4.55,1.52,2.3,2.39,1.56,3.98,1.19,1.77,2.0,,,,,15.0,21.0,41.0,67.0,7.0,8.5,17.0,56.0,6.5,6.5,13.0,56.0,8.5,9.0,15.0,61.0,67.0
13,zaIJ85q4,04/08/2023,09:00,INDONESIA - LIGA 1,PSS Sleman,Persija Jakarta,ROUND 6,3.62,3.38,1.97,1.41,2.69,1.03,8.4,1.31,3.04,2.03,1.77,3.42,1.25,6.6,1.06,1.81,1.95,,,,,9.0,6.5,8.5,15.0,9.5,6.0,7.5,13.0,15.0,11.0,12.0,21.0,41.0,23.0,31.0,61.0,67.0
14,KzQr0xAL,04/08/2023,10:00,BELARUS - VYSSHAYA LIGA,Naftan,Shakhtyor Soligorsk,ROUND 16,6.1,4.6,1.48,1.28,3.48,1.03,14.0,1.15,4.45,1.55,2.23,2.48,1.54,4.15,1.18,1.71,2.08,,,,,,,,,,,,,,,,,,,,,
15,rNtm0tui,04/08/2023,12:00,UZBEKISTAN - SUPER LEAGUE,Metallurg Bekabad,Navbahor Namangan,ROUND 15,5.68,3.55,1.63,1.51,2.39,1.06,6.8,1.43,2.54,2.4,1.53,4.45,1.15,8.8,1.02,2.28,1.6,,,,,,,,,,,,,,,,,,,,,
16,4xB6ilyi,04/08/2023,12:00,UZBEKISTAN - SUPER LEAGUE,Andijan,Termez Surkhon,ROUND 15,2.07,3.17,3.68,1.52,2.38,1.06,6.65,1.44,2.51,2.44,1.52,4.5,1.15,9.0,1.02,2.05,1.73,,,,,,,,,,,,,,,,,,,,,
17,2c6P0qni,04/08/2023,12:00,FINLAND - VEIKKAUSLIIGA,Ilves,Haka,-,2.2,3.4,3.25,1.44,2.63,1.06,10.0,1.3,3.4,2.05,1.75,3.5,1.29,8.0,1.08,1.8,1.95,2.1,1.7,1.33,3.3,9.5,9.5,15.0,34.0,7.5,6.5,12.0,26.0,10.0,9.0,15.0,34.0,21.0,19.0,29.0,51.0,301.0
18,4lXq50tf,04/08/2023,12:00,ARMENIA - PREMIER LEAGUE,BKMA,Noah,ROUND 2,3.15,3.28,2.19,1.41,2.69,1.03,8.4,1.31,3.04,2.03,1.77,3.42,1.25,6.6,1.06,1.77,2.0,,,,,7.5,6.5,9.0,17.0,8.0,5.0,7.5,14.0,13.0,9.0,11.0,23.0,31.0,23.0,31.0,61.0,201.0
19,0SlGnRp2,04/08/2023,12:30,ROMANIA - LIGA 1,UTA Arad,Poli Iasi,ROUND 4,1.85,3.25,4.0,1.44,2.63,1.07,9.0,1.36,3.0,2.2,1.65,4.0,1.22,9.0,1.07,2.0,1.73,1.85,2.0,1.22,4.15,8.0,10.0,21.0,41.0,6.0,6.5,15.0,41.0,8.0,9.0,17.0,41.0,15.0,17.0,34.0,67.0,201.0
20,pG2wdvLf,04/08/2023,12:30,FINLAND - YKKONEN,HIFK,KaPa,-,1.55,4.2,4.5,1.25,3.75,1.02,21.0,1.13,6.0,1.44,2.7,2.1,1.67,3.5,1.29,1.53,2.38,,,,,21.0,19.0,29.0,51.0,11.0,9.0,15.0,34.0,10.0,8.5,13.0,29.0,13.0,12.0,19.0,41.0,101.0
21,riWD2NMH,04/08/2023,13:00,BULGARIA - PARVA LIGA,Cherno More,Etar,ROUND 4,1.4,4.5,8.0,1.36,3.0,1.05,11.0,1.25,3.75,1.83,2.03,3.0,1.36,6.0,1.13,2.0,1.73,1.4,2.85,1.11,6.8,11.0,19.0,41.0,81.0,6.5,8.5,23.0,51.0,6.5,8.5,21.0,51.0,9.0,12.0,29.0,67.0,301.0
22,8d2Es06G,04/08/2023,13:00,POLAND - DIVISION 1,Pruszkow,Zaglebie Sosnowiec,ROUND 3,2.55,3.2,2.6,1.4,2.75,1.05,11.0,1.25,3.75,1.93,1.93,3.25,1.33,6.5,1.11,1.67,2.1,2.5,1.5,1.48,2.6,11.0,9.5,13.0,26.0,9.5,6.5,10.0,21.0,13.0,10.0,13.0,29.0,26.0,21.0,29.0,41.0,201.0
23,ObZhygjh,04/08/2023,13:00,ESTONIA - MEISTRILIIGA,Flora,Kuressaare,ROUND 22,1.23,5.9,10.2,1.23,3.74,1.01,14.8,1.12,5.1,1.44,2.5,2.21,1.65,3.48,1.24,1.9,1.86,,,,,17.0,31.0,76.0,201.0,6.5,10.0,26.0,91.0,5.5,6.5,18.0,91.0,6.0,8.0,19.0,76.0,201.0
24,MRGD44Ml,04/08/2023,13:00,POLAND - EKSTRAKLASA,Jagiellonia,Widzew Lodz,ROUND 3,2.3,3.4,3.0,1.4,2.75,1.05,11.0,1.25,3.75,1.88,1.98,3.25,1.33,6.0,1.13,1.7,2.05,2.3,1.6,1.4,2.85,11.0,10.0,15.0,29.0,8.5,6.5,11.0,23.0,12.0,9.5,13.0,29.0,23.0,19.0,26.0,41.0,201.0
25,z5TAjAIc,04/08/2023,13:00,AZERBAIJAN - PREMIER LEAGUE,Araz,Turan,ROUND 1,3.7,3.7,1.89,1.33,3.14,1.01,9.5,1.2,3.84,1.74,2.09,2.71,1.38,4.9,1.13,1.62,2.23,,,,,7.5,8.0,12.0,26.0,6.5,5.0,9.0,20.0,9.5,7.5,10.0,26.0,18.0,15.0,23.0,51.0,201.0
26,YVNqRlGq,04/08/2023,13:10,AUSTRIA - 2. LIGA,Dornbirn,Grazer AK,ROUND 2,4.11,4.05,1.77,1.28,3.48,1.02,13.8,1.15,4.5,1.59,2.36,2.34,1.5,4.05,1.18,1.56,2.36,,,,,13.0,8.0,8.5,13.0,14.0,6.5,6.5,9.5,21.0,11.0,9.5,13.0,41.0,23.0,23.0,31.0,201.0
27,WMyIVU7S,04/08/2023,13:10,AUSTRIA - 2. LIGA,Horn,Liefering,ROUND 2,3.17,3.88,2.07,1.25,3.72,1.01,14.7,1.12,5.0,1.46,2.45,2.26,1.64,3.56,1.23,1.44,2.7,,,,,14.0,10.0,11.0,18.0,12.0,6.5,7.0,11.0,15.0,8.5,8.5,14.0,26.0,15.0,17.0,23.0,126.0
28,QPY9XjwG,04/08/2023,13:10,AUSTRIA - 2. LIGA,Kapfenberg,Floridsdorfer AC,ROUND 2,3.65,3.66,1.97,1.36,2.99,1.01,9.9,1.23,3.56,1.83,1.98,2.91,1.33,5.35,1.1,1.68,2.13,,,,,10.0,7.0,8.5,14.0,10.0,5.5,7.0,11.0,15.0,9.5,9.5,17.0,36.0,23.0,23.0,36.0,201.0
29,UcHhPSpd,04/08/2023,13:10,AUSTRIA - 2. LIGA,St. Polten,Lafnitz,ROUND 2,1.68,4.1,4.62,1.31,3.28,12.0,1.04,1.18,4.1,1.68,2.19,2.54,1.43,4.55,1.15,1.66,2.16,,,,,11.0,14.0,21.0,51.0,7.0,6.0,12.0,26.0,7.5,6.5,10.0,26.0,11.0,9.5,15.0,41.0,201.0
30,r1q5YWN9,04/08/2023,13:10,AUSTRIA - 2. LIGA,Stripfing,Leoben,ROUND 2,2.25,3.7,2.93,1.3,3.34,13.1,1.04,1.17,4.2,1.65,2.24,2.5,1.44,4.4,1.16,1.53,2.43,,,,,11.0,10.0,14.0,23.0,9.0,6.0,8.5,15.0,10.0,7.5,8.5,20.0,18.0,13.0,15.0,26.0,201.0
31,MwojGM66,04/08/2023,14:00,NORWAY - OBOS-LIGAEN,Skeid,Fredrikstad,ROUND 16,4.0,3.5,1.95,1.36,3.0,1.05,11.0,1.25,3.75,1.88,1.98,3.0,1.36,6.0,1.13,1.73,2.0,3.7,1.26,1.88,1.98,11.0,8.0,9.5,17.0,12.0,6.5,8.5,15.0,21.0,13.0,13.0,23.0,41.0,29.0,34.0,41.0,201.0
32,QL26Nr1L,04/08/2023,14:00,RUSSIA - PREMIER LEAGUE,Krasnodar,Pari NN,ROUND 3,1.7,3.98,5.72,1.43,2.71,1.03,8.3,1.32,3.04,2.16,1.81,3.55,1.24,6.8,1.06,2.04,1.74,,,,,,,,,,,,,,,,,,,,,
33,WE5Jgzmk,04/08/2023,14:00,BELARUS - VYSSHAYA LIGA,Slavia Mozyr,FC Minsk,ROUND 16,1.99,3.56,3.67,1.39,2.86,1.02,9.1,1.27,3.28,1.93,1.87,3.18,1.29,6.0,1.08,1.76,2.01,,,,,,,,,,,,,,,,,,,,,
34,p42FtX61,04/08/2023,14:30,SWITZERLAND - CHALLENGE LEAGUE,Thun,Baden,ROUND 3,1.44,4.85,6.4,1.25,3.72,1.01,14.7,1.12,4.95,1.47,2.42,2.28,1.63,3.65,1.22,1.65,2.18,,,,,15.0,19.0,36.0,81.0,7.5,8.0,15.0,41.0,7.0,6.5,13.0,46.0,9.0,9.0,15.0,51.0,101.0
35,6iS6Ubba,04/08/2023,15:00,PERU - LIGA 1,Union Comercio,Cusco,CLAUSURA ,2.6,3.25,2.8,1.4,2.75,1.06,10.0,1.25,3.75,1.93,1.93,3.25,1.33,6.5,1.11,1.67,2.1,2.5,1.5,1.45,2.68,10.0,9.5,15.0,29.0,9.5,6.0,11.0,21.0,13.0,10.0,13.0,29.0,26.0,21.0,29.0,41.0,151.0
36,IcIBXxPH,04/08/2023,15:00,CROATIA - HNL,Lok. Zagreb,Varazdin,ROUND 3,1.95,3.5,3.5,1.36,3.0,1.04,12.0,1.25,3.75,1.85,2.0,3.0,1.36,6.0,1.13,1.73,2.0,2.0,1.85,1.3,3.45,12.0,12.0,19.0,41.0,8.0,7.0,12.0,29.0,10.0,9.0,15.0,34.0,17.0,15.0,23.0,41.0,201.0
37,Of1JuiM7,04/08/2023,15:15,SWITZERLAND - CHALLENGE LEAGUE,Schaffhausen,Wil,ROUND 3,3.32,3.86,2.01,1.27,3.54,1.02,13.4,1.13,4.75,1.5,2.35,2.34,1.6,3.74,1.21,1.48,2.57,,,,,13.0,9.5,11.0,17.0,12.0,6.5,7.5,12.0,17.0,9.5,9.0,15.0,34.0,17.0,19.0,29.0,101.0
38,xbk14za8,04/08/2023,15:15,SWITZERLAND - CHALLENGE LEAGUE,Sion,Bellinzona,ROUND 3,1.32,5.45,8.6,1.26,3.62,1.01,14.2,1.13,4.85,1.48,2.4,2.31,1.62,3.65,1.22,1.82,1.94,,,,,15.0,23.0,61.0,101.0,7.0,9.5,23.0,67.0,6.0,7.0,15.0,67.0,7.5,8.5,15.0,67.0,101.0
39,6cLaBEib,04/08/2023,15:15,SLOVENIA - PRVA LIGA,Aluminij,Koper,ROUND 3,3.39,3.5,2.1,1.38,2.9,1.01,9.3,1.26,3.34,1.9,1.9,3.08,1.3,5.8,1.09,1.72,2.07,,,,,8.5,6.5,9.0,17.0,8.5,5.5,7.0,14.0,13.0,9.0,10.0,21.0,26.0,21.0,26.0,46.0,201.0
40,fVeSLpNu,04/08/2023,15:15,BULGARIA - PARVA LIGA,Botev Plovdiv,Arda,ROUND 4,2.3,3.25,3.2,1.4,2.75,1.06,10.0,1.29,3.5,1.98,1.88,3.25,1.33,6.5,1.11,1.73,2.0,2.25,1.63,1.35,3.1,10.0,10.0,17.0,34.0,8.5,6.0,12.0,23.0,11.0,9.5,13.0,34.0,21.0,19.0,26.0,41.0,201.0
41,pxdXuHVJ,04/08/2023,15:30,SLOVAKIA - NIKE LIGA,Ruzomberok,Skalica,ROUND 2,2.0,3.5,3.71,1.41,2.78,1.02,8.6,1.3,3.08,2.02,1.79,3.42,1.25,6.5,1.06,1.82,1.94,,,,,7.0,9.5,17.0,51.0,5.5,5.5,11.0,26.0,7.0,7.0,12.0,41.0,12.0,12.0,23.0,61.0,201.0
42,4njHOPDK,04/08/2023,15:30,POLAND - EKSTRAKLASA,LKS Lodz,Korona Kielce,ROUND 3,2.45,3.25,2.88,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,3.5,1.29,7.0,1.1,1.75,2.0,2.38,1.55,1.43,2.75,10.0,9.5,15.0,29.0,8.5,6.0,11.0,23.0,12.0,9.5,13.0,29.0,23.0,19.0,29.0,41.0,201.0
43,jL79rtiA,04/08/2023,15:30,POLAND - DIVISION 1,Wisla Plock,Lechia Gdansk,ROUND 3,1.73,3.6,4.0,1.33,3.25,1.04,12.0,1.25,3.75,1.8,2.05,3.0,1.36,5.5,1.14,1.73,2.0,1.78,2.1,1.23,4.0,12.0,13.0,23.0,41.0,8.0,7.5,15.0,34.0,9.0,8.5,15.0,34.0,15.0,13.0,23.0,41.0,201.0
44,AcAyf9hS,04/08/2023,15:30,ROMANIA - LIGA 1,Univ. Craiova,FC Hermannstadt,ROUND 4,1.65,3.6,5.0,1.5,2.5,1.07,9.0,1.4,2.75,2.3,1.6,4.33,1.2,10.0,1.06,2.25,1.57,1.63,2.25,1.17,5.0,8.0,11.0,26.0,51.0,5.5,7.5,17.0,41.0,6.5,9.0,21.0,51.0,12.0,17.0,34.0,81.0,201.0
45,x0xEWAhM,04/08/2023,15:30,AUSTRIA - 2. LIGA,Ried,Admira,ROUND 2,1.84,3.84,3.97,1.32,3.22,1.01,11.4,1.19,3.9,1.73,2.11,2.64,1.4,4.8,1.13,1.64,2.2,,,,,11.0,13.0,20.0,41.0,7.0,6.0,11.0,26.0,8.0,6.5,9.5,23.0,12.0,10.0,15.0,36.0,201.0
46,IkzxuwwO,04/08/2023,15:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Coleraine,Ballymena,ROUND 1,1.4,4.55,7.4,1.34,3.1,10.2,1.05,1.22,3.65,1.78,2.03,2.79,1.36,5.1,1.11,1.95,1.81,,,,,10.0,17.0,41.0,101.0,5.5,7.5,20.0,67.0,5.5,6.5,15.0,76.0,7.5,9.0,21.0,81.0,201.0
47,8jRS1bat,04/08/2023,15:45,IRELAND - PREMIER DIVISION,Sligo Rovers,St. Patricks,ROUND 26,2.9,3.2,2.25,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,3.5,1.29,7.0,1.1,1.75,2.0,3.0,1.38,1.63,2.25,10.0,8.0,11.0,21.0,9.5,6.5,9.5,19.0,15.0,11.0,15.0,29.0,34.0,23.0,34.0,51.0,251.0
48,OShAqHqC,04/08/2023,15:45,IRELAND - PREMIER DIVISION,Bohemians,Drogheda,ROUND 26,1.57,3.8,5.0,1.36,3.0,1.05,11.0,1.25,3.75,1.88,1.98,3.25,1.33,6.0,1.13,1.91,1.91,1.6,2.3,1.17,5.0,11.0,13.0,26.0,51.0,7.0,7.5,17.0,41.0,7.5,8.5,17.0,41.0,12.0,13.0,26.0,51.0,301.0
49,jy0La06a,04/08/2023,15:45,SCOTLAND - CHAMPIONSHIP,Arbroath,Dundee Utd,ROUND 1,3.4,3.25,2.0,1.4,2.75,1.06,8.0,1.3,3.4,2.03,1.83,3.4,1.3,6.5,1.1,1.83,1.83,3.45,1.3,1.78,2.1,9.5,7.5,9.5,17.0,11.0,6.5,9.0,17.0,19.0,13.0,15.0,29.0,41.0,29.0,41.0,51.0,151.0
50,l8HFB51m,04/08/2023,15:45,BELGIUM - JUPILER PRO LEAGUE,St. Liege,Royale Union SG,ROUND 2,3.3,3.5,2.1,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.62,2.2,3.3,1.33,1.75,2.05,13.0,9.0,11.0,19.0,12.0,6.5,9.0,15.0,19.0,12.0,12.0,23.0,34.0,26.0,29.0,41.0,151.0
51,8htgR63h,04/08/2023,16:00,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Posusje,Siroki Brijeg,ROUND 2,2.35,3.04,3.08,1.53,2.34,1.09,6.0,1.47,2.42,2.52,1.51,4.7,1.14,10.5,1.01,2.05,1.73,,,,,6.0,6.5,11.0,31.0,5.5,5.0,9.0,23.0,9.0,8.0,13.0,36.0,20.0,19.0,31.0,81.0,201.0
52,W4OmsM83,04/08/2023,16:00,BOLIVIA - DIVISION PROFESIONAL,Universitario de Vinto,Libertad Gran Mamore,ROUND 22,1.44,4.33,8.0,1.36,3.0,1.05,11.0,1.25,3.75,1.85,1.95,3.25,1.33,6.0,1.13,2.1,1.67,,,,,10.0,17.0,34.0,81.0,6.5,8.5,21.0,51.0,6.5,9.0,21.0,51.0,9.0,13.0,29.0,67.0,201.0
53,Q7Luqrvi,04/08/2023,20:00,BOLIVIA - DIVISION PROFESIONAL,Bolivar,Blooming,ROUND 22,1.25,6.0,13.0,1.25,3.75,1.03,17.0,1.13,6.0,1.48,2.6,2.1,1.67,3.5,1.29,2.0,1.73,1.23,4.0,,,17.0,29.0,51.0,151.0,9.5,11.0,29.0,67.0,7.0,10.0,21.0,67.0,7.5,11.0,29.0,51.0,301.0
54,E1Bgabm2,04/08/2023,20:00,PARAGUAY - PRIMERA DIVISION,Libertad Asuncion,General Caballero JLM,CLAUSURA ,1.36,4.5,6.5,1.3,3.4,1.03,15.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.83,1.83,1.38,3.0,1.11,6.6,15.0,19.0,41.0,81.0,7.5,9.5,21.0,51.0,7.0,8.5,19.0,51.0,9.5,11.0,23.0,51.0,301.0
55,URU1OWTk,04/08/2023,20:00,VENEZUELA - LIGA FUTVE,Zamora,Dep. Tachira,ROUND 22,3.14,3.13,2.33,1.49,2.51,1.05,7.2,1.36,2.78,2.21,1.66,3.84,1.2,7.5,1.04,1.86,1.9,,,,,7.0,6.5,9.0,18.0,7.0,5.0,7.5,15.0,12.0,9.0,11.0,26.0,26.0,21.0,31.0,71.0,201.0
56,2uwpVQKF,04/08/2023,20:15,COLOMBIA - PRIMERA A,Huila,Petrolera,CLAUSURA ,2.25,3.3,3.25,1.44,2.63,1.07,9.0,1.33,3.25,2.05,1.75,3.5,1.29,8.0,1.08,1.8,1.91,2.2,1.65,1.35,3.1,9.0,9.5,15.0,34.0,7.5,6.0,12.0,26.0,11.0,9.5,15.0,34.0,21.0,19.0,29.0,51.0,251.0
57,dQfmvK67,04/08/2023,20:30,USA - USL CHAMPIONSHIP,Charleston,Oakland Roots,-,2.19,3.45,3.0,1.34,2.99,1.01,10.0,1.22,3.64,1.8,1.99,2.84,1.35,5.25,1.11,1.62,2.24,,,,,9.0,9.0,13.0,26.0,7.0,5.5,8.5,19.0,9.0,7.5,10.0,23.0,17.0,13.0,20.0,46.0,201.0
58,ITjafab7,04/08/2023,21:00,ECUADOR - LIGA PRO,Libertad,Emelec,SECOND STAGE ,2.63,3.2,2.45,1.4,2.75,1.06,10.0,1.29,3.5,1.95,1.85,3.4,1.3,6.5,1.11,1.73,2.0,2.68,1.45,1.53,2.43,10.0,9.0,13.0,23.0,9.0,6.5,10.0,21.0,13.0,10.0,13.0,29.0,26.0,21.0,29.0,41.0,201.0
59,Sp1bHHcK,04/08/2023,21:30,BRAZIL - SERIE B,Mirassol,Sampaio Correa,ROUND 22,1.57,3.88,6.25,1.47,2.58,1.04,7.6,1.37,2.79,2.23,1.67,3.92,1.2,7.6,1.04,2.25,1.61,,,,,8.0,13.0,34.0,101.0,5.0,7.0,21.0,81.0,6.0,8.0,21.0,91.0,10.0,14.0,34.0,126.0,201.0
60,tjzkoVU1,04/08/2023,22:00,NICARAGUA - LIGA PRIMERA,Esteli,Jalapa,APERTURA ,1.42,4.75,6.73,1.33,3.04,,,1.21,3.74,1.73,2.06,2.71,1.38,,,1.97,1.79,,,,,,,,,,,,,,,,,,,,,
61,rwkXulin,04/08/2023,22:00,CANADA - CANADIAN PREMIER LEAGUE,Cavalry,Forge,-,2.54,3.3,2.57,1.39,2.77,1.02,8.8,1.29,3.18,1.96,1.82,3.28,1.27,6.25,1.07,1.72,2.07,,,,,8.5,7.5,11.0,21.0,7.5,5.5,8.5,17.0,11.0,8.5,11.0,26.0,23.0,17.0,26.0,61.0,101.0
62,ATrV23q8,04/08/2023,22:00,USA - USL CHAMPIONSHIP,Colorado Springs,Birmingham,-,2.03,3.58,3.26,1.31,3.15,1.01,9.85,1.19,3.94,1.71,2.11,2.64,1.4,4.75,1.13,1.57,2.33,,,,,10.0,10.0,14.0,26.0,7.5,5.5,9.0,18.0,9.5,7.0,9.5,23.0,15.0,12.0,17.0,34.0,201.0
63,lKsZ1NbE,04/08/2023,22:00,USA - USL CHAMPIONSHIP,FC Tulsa,Louisville City,-,2.93,3.34,2.28,1.38,2.81,1.02,9.1,1.27,3.28,1.91,1.87,3.18,1.29,5.95,1.08,1.69,2.11,,,,,8.5,7.0,9.5,19.0,8.0,5.5,7.5,14.0,12.0,8.5,10.0,21.0,26.0,19.0,23.0,41.0,201.0
64,bs1unamt,04/08/2023,22:00,PANAMA - LPF,UMECIT,Deportivo Universitario,CLAUSURA ,1.99,3.18,3.81,1.5,2.42,1.06,6.8,1.47,2.64,2.32,1.51,4.4,1.16,8.45,1.04,2.04,1.74,,,,,,,,,,,,,,,,,,,,,
65,zgyhT4kS,04/08/2023,22:30,COLOMBIA - PRIMERA A,Aguilas,Once Caldas,CLAUSURA ,1.85,3.6,4.33,1.4,2.75,1.06,10.0,1.29,3.5,2.0,1.85,3.4,1.3,7.0,1.1,1.83,1.83,1.88,1.98,1.24,3.9,10.0,11.0,21.0,41.0,7.0,6.5,13.0,34.0,8.5,8.5,15.0,41.0,15.0,15.0,26.0,51.0,251.0
