Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
10/06/2023,17:00,BRAZIL - SERIE B,Novorizontino,Sampaio Correa,ROUND 12,1.59,3.78,6.2,2.34,1.61,2.33,1.57
10/06/2023,19:30,BRAZIL - SERIE B,Ceara,CRB,ROUND 12,1.65,3.74,5.51,2.23,1.67,2.16,1.66
10/06/2023,14:00,CANADA - CANADIAN PREMIER LEAGUE,HFX Wanderers,Valour,-,2.85,3.14,2.44,2.23,1.64,1.86,1.9
10/06/2023,20:00,CANADA - CANADIAN PREMIER LEAGUE,Forge,Pacific FC,-,2.08,3.34,3.34,2.05,1.75,1.81,1.95
10/06/2023,21:30,COLOMBIA - PRIMERA A,Dep. Pasto,Aguilas,APERTURA ,2.3,3.2,3.3,2.35,1.57,2.0,1.73
10/06/2023,15:00,ECUADOR - LIGA PRO,Libertad,Tecnico U.,FIRST STAGE ,2.7,3.2,2.7,2.0,1.8,1.73,2.0
10/06/2023,17:30,ECUADOR - LIGA PRO,LDU Quito,Cumbaya,FIRST STAGE ,1.29,5.5,12.0,1.57,2.35,2.0,1.73
10/06/2023,20:00,ECUADOR - LIGA PRO,EL Nacional,Dep. Cuenca,FIRST STAGE ,1.67,3.75,5.5,1.7,2.1,1.73,2.0
10/06/2023,11:00,ESTONIA - MEISTRILIIGA,Parnu JK Vaprus,Flora,ROUND 17,15.0,7.1,1.15,1.5,2.35,2.42,1.53
10/06/2023,13:30,ESTONIA - MEISTRILIIGA,Kalju,Kuressaare,ROUND 17,1.91,3.5,3.7,1.91,1.87,1.75,2.03
10/06/2023,04:00,JAPAN - J1 LEAGUE,Yokohama F. Marinos,Kashiwa Reysol,ROUND 17,1.57,4.5,5.0,1.48,2.6,1.57,2.25
10/06/2023,07:00,JAPAN - J1 LEAGUE,Cerezo Osaka,Vissel Kobe,ROUND 17,3.2,3.2,2.3,2.02,1.82,1.75,2.0
10/06/2023,07:00,JAPAN - J1 LEAGUE,Sagan Tosu,Hokkaido Consadole Sapporo,ROUND 17,3.75,3.8,1.91,1.6,2.3,1.53,2.38
10/06/2023,11:00,LITHUANIA - A LYGA,Suduva,Riteriai,ROUND 18,3.02,3.24,2.28,2.11,1.71,1.81,1.95
10/06/2023,13:00,LITHUANIA - A LYGA,Siauliai FA,Banga,ROUND 18,1.34,4.4,9.3,2.14,1.69,2.51,1.5
10/06/2023,10:00,NORWAY - OBOS-LIGAEN,Jerv,Raufoss,ROUND 12,2.3,3.4,3.1,1.82,2.02,1.67,2.1
10/06/2023,10:00,NORWAY - OBOS-LIGAEN,Kristiansund,Moss,ROUND 12,1.65,4.0,5.0,1.53,2.4,1.57,2.25
10/06/2023,10:00,NORWAY - OBOS-LIGAEN,Mjondalen,Sogndal,ROUND 12,3.1,3.4,2.38,1.67,2.15,1.53,2.38
10/06/2023,17:00,PARAGUAY - PRIMERA DIVISION,General Caballero JLM,Guarani,APERTURA ,2.55,3.25,2.45,1.8,2.0,1.67,2.1
10/06/2023,19:30,PARAGUAY - PRIMERA DIVISION,Sportivo Trinidense,Nacional Asuncion,APERTURA ,2.1,3.4,3.0,2.0,1.8,1.8,1.91
10/06/2023,15:00,PERU - LIGA 1,Union Comercio,Grau,APERTURA ,2.05,3.6,3.4,1.65,2.2,1.57,2.25
10/06/2023,17:30,PERU - LIGA 1,AD Cantolao,Dep. Municipal,APERTURA ,3.2,3.5,2.2,1.82,2.02,1.67,2.1
10/06/2023,20:00,PERU - LIGA 1,FBC Melgar,Binacional,APERTURA ,1.5,4.33,7.0,1.62,2.25,1.73,2.0
10/06/2023,22:00,PERU - LIGA 1,Carlos Mannucci,ADT Tarma,APERTURA ,2.1,3.4,3.6,1.9,1.95,1.73,2.0
10/06/2023,22:30,PERU - LIGA 1,Alianza Lima,Deportivo Garcilaso,APERTURA ,1.36,4.75,9.0,1.57,2.35,1.8,1.91
10/06/2023,04:30,SOUTH KOREA - K LEAGUE 1,Daegu,Suwon FC,ROUND 18,1.83,3.5,3.5,1.8,2.0,1.67,2.1
10/06/2023,06:00,SOUTH KOREA - K LEAGUE 1,Ulsan Hyundai,Jeju Utd,ROUND 18,1.6,3.6,4.75,1.67,2.15,1.67,2.1
10/06/2023,08:00,SOUTH KOREA - K LEAGUE 1,Daejeon,Gwangju FC,ROUND 18,2.63,3.2,2.38,1.93,1.93,1.67,2.1
10/06/2023,04:00,SOUTH KOREA - K LEAGUE 2,Gimcheon Sangmu,Ansan Greeners,ROUND 17,1.45,4.0,5.5,1.7,2.1,1.83,1.83
10/06/2023,06:30,SOUTH KOREA - K LEAGUE 2,Gyeongnam,Asan,ROUND 17,1.85,3.3,3.6,2.1,1.7,1.91,1.8
10/06/2023,08:00,SOUTH KOREA - K LEAGUE 2,Busan,Gimpo FC,ROUND 17,2.05,3.1,3.25,2.2,1.65,1.83,1.83
10/06/2023,10:00,SWEDEN - ALLSVENSKAN,Kalmar,Degerfors,ROUND 12,1.62,3.8,5.5,1.88,1.98,1.91,1.91
10/06/2023,10:00,SWEDEN - ALLSVENSKAN,Varnamo,Malmo FF,ROUND 12,6.0,4.0,1.53,1.73,2.08,1.8,1.95
10/06/2023,12:30,SWEDEN - ALLSVENSKAN,Varberg,Halmstad,ROUND 12,2.7,3.3,2.6,2.05,1.75,1.8,1.95
10/06/2023,08:00,SWEDEN - SUPERETTAN,Gefle,Oster,ROUND 12,4.5,3.5,1.62,1.75,2.05,1.75,2.0
10/06/2023,08:00,SWEDEN - SUPERETTAN,Vasteras SK,Skovde AIK,ROUND 12,1.44,4.2,5.5,1.65,2.2,1.8,1.95
10/06/2023,10:00,SWEDEN - SUPERETTAN,Jonkoping,Trelleborg,ROUND 12,2.25,3.3,2.75,1.62,2.25,1.5,2.5
10/06/2023,10:00,SWEDEN - SUPERETTAN,Utsikten,Sundsvall,ROUND 12,1.67,3.5,4.2,1.82,2.02,1.75,2.0
10/06/2023,11:00,UKRAINE - PREMIER LEAGUE,Inhulets,LNZ Cherkasy,RELEGATION ,1.8,3.72,4.3,1.93,1.87,1.81,1.95
10/06/2023,11:00,UKRAINE - PREMIER LEAGUE,MFC Metalurh,Veres-Rivne,RELEGATION ,4.75,3.55,1.8,2.09,1.74,1.95,1.81
10/06/2023,10:00,URUGUAY - PRIMERA DIVISION,Fenix,CA Cerro,TORNEO INTERMEDIO ,2.25,3.1,2.9,2.3,1.6,2.0,1.73
10/06/2023,15:30,URUGUAY - PRIMERA DIVISION,Penarol,River Plate,TORNEO INTERMEDIO ,1.5,3.8,6.0,1.98,1.82,2.1,1.67
10/06/2023,18:00,URUGUAY - PRIMERA DIVISION,Defensor Sp.,Wanderers,TORNEO INTERMEDIO ,1.75,3.4,4.2,2.05,1.75,1.91,1.8
10/06/2023,20:30,USA - MLS,Atlanta Utd,DC United,-,1.75,4.0,4.33,1.6,2.3,1.62,2.2
10/06/2023,20:30,USA - MLS,CF Montreal,Minnesota United,-,2.2,3.4,3.25,2.0,1.85,1.75,2.0
10/06/2023,20:30,USA - MLS,Charlotte,Seattle Sounders,-,2.4,3.3,2.9,2.02,1.82,1.75,2.0
10/06/2023,20:30,USA - MLS,New England Revolution,Inter Miami,-,1.5,4.33,6.5,1.65,2.2,1.75,2.0
10/06/2023,20:30,USA - MLS,Orlando City,Colorado Rapids,-,1.8,3.6,4.5,1.85,2.0,1.75,2.0
10/06/2023,20:30,USA - MLS,Toronto FC,Nashville SC,-,2.7,3.2,2.7,2.02,1.82,1.75,2.0
10/06/2023,21:30,USA - MLS,Chicago Fire,Columbus Crew,-,2.45,3.6,2.7,1.7,2.1,1.62,2.2
10/06/2023,21:30,USA - MLS,Houston Dynamo,Los Angeles FC,-,3.1,3.5,2.25,1.7,2.1,1.62,2.2
10/06/2023,21:30,USA - MLS,Sporting Kansas City,Austin FC,-,1.91,3.75,3.75,1.7,2.1,1.67,2.1
10/06/2023,22:30,USA - MLS,Real Salt Lake,New York City,-,2.2,3.4,3.3,1.93,1.93,1.7,2.05
10/06/2023,23:30,USA - MLS,San Jose Earthquakes,Philadelphia Union,-,2.45,3.5,2.8,1.8,2.0,1.62,2.2
10/06/2023,23:30,USA - MLS,Vancouver Whitecaps,FC Cincinnati,-,1.91,3.75,3.75,1.62,2.25,1.57,2.25
10/06/2023,20:00,USA - USL CHAMPIONSHIP,Indy Eleven,Hartford Athletic,-,1.67,4.0,4.33,1.59,2.33,1.57,2.34
10/06/2023,20:00,USA - USL CHAMPIONSHIP,Pittsburgh,Charleston,-,1.65,3.85,4.69,1.77,2.03,1.72,2.07
10/06/2023,20:30,USA - USL CHAMPIONSHIP,Tampa Bay,New Mexico,-,1.63,3.9,4.78,1.76,2.04,1.73,2.06
10/06/2023,21:00,USA - USL CHAMPIONSHIP,Louisville City,Memphis,-,1.81,3.64,3.96,1.83,1.95,1.71,2.08
10/06/2023,21:00,USA - USL CHAMPIONSHIP,Rio Grande,Miami FC,-,2.09,3.38,3.28,1.93,1.85,1.72,2.07
10/06/2023,22:00,USA - USL CHAMPIONSHIP,Colorado Springs,Orange County SC,-,1.75,3.65,4.3,1.87,1.91,1.76,2.01
10/06/2023,22:00,USA - USL CHAMPIONSHIP,San Antonio,El Paso,-,1.75,3.74,4.2,1.77,2.03,1.68,2.13
10/06/2023,23:30,USA - USL CHAMPIONSHIP,Las Vegas Lights,Monterey Bay,-,2.2,3.42,3.01,1.83,1.95,1.64,2.2
10/06/2023,23:30,USA - USL CHAMPIONSHIP,Phoenix Rising,Oakland Roots,-,2.12,3.44,3.16,1.84,1.94,1.66,2.16
