League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Peru Primera División,2023-05-15,17:30:00,2,Melgar,Deportivo Garcilaso,1.41,4.13,6.25,1.04,16.0,1.17,4.7,1.76,1.95,2.65,1.43,4.9,1.16,2.75,1.41
Argentina Primera División,2023-05-15,18:00:00,16,Gimnasia La Plata,Lanús,2.89,3.0,2.43,1.1,6.5,1.5,2.5,2.35,1.52,4.4,1.18,9.25,1.05,2.05,1.7
Chile Primera División,2023-05-15,19:00:00,14,Universidad Chile,Cobresal,2.05,3.5,3.35,1.05,9.0,1.3,3.4,1.85,1.85,3.25,1.33,5.5,1.12,1.73,2.0
Argentina Prim B Nacional,2023-05-15,19:00:00,16,Club Atlético Güemes,San Martín Tucumán,2.18,2.97,3.17,1.12,6.3,1.51,2.4,2.5,1.41,5.55,1.11,9.75,1.02,2.4,1.52
Uruguay Primera División,2023-05-15,19:00:00,15,Cerro,Racing,2.66,2.85,2.61,1.07,8.25,1.44,2.65,2.32,1.54,4.5,1.18,9.0,1.06,1.91,1.8
Chile Primera B,2023-05-15,20:00:00,12,Deportes Temuco,Univ. Concepción,1.73,3.15,4.62,1.08,8.3,1.4,2.75,2.23,1.58,3.98,1.21,7.4,1.06,2.16,1.66
Brazil Serie C,2023-05-15,20:00:00,3,Operário PR,EC São José,1.6,3.48,5.05,0.0,0.0,0.0,0.0,2.13,1.64,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2023-05-15,20:30:00,16,Vélez Sarsfield,Rosario Central,2.16,3.1,3.3,1.09,6.75,1.46,2.5,2.35,1.52,4.5,1.18,9.25,1.05,2.1,1.67
Ecuador Primera Categoría Serie A,2023-05-15,21:00:00,10,Técnico Universitario,Cumbayá,1.78,3.45,4.0,1.04,12.0,1.33,3.1,1.95,1.75,3.6,1.25,6.5,1.11,1.87,1.87
Ecuador Primera Categoría Serie A,2023-05-15,21:00:00,10,Técnico Universitario,Cumbayá,1.78,3.45,4.0,1.04,12.0,1.33,3.1,1.95,1.75,3.6,1.25,6.5,1.11,1.87,1.87
Argentina Prim B Nacional,2023-05-15,21:10:00,14,Estudiantes Caseros,Chaco For Ever,2.09,3.17,3.17,1.1,7.05,1.52,2.45,2.3,1.55,5.05,1.13,9.1,1.03,2.3,1.58
Chile Primera División,2023-05-15,21:30:00,14,O'Higgins,Everton,2.43,3.35,2.7,1.01,9.3,1.26,3.4,1.85,1.85,3.08,1.31,5.75,1.09,1.67,2.1
Argentina Prim B Nacional,2023-05-15,21:30:00,16,San Martín San Juan,Guillermo Brown,1.91,3.2,3.75,1.09,7.4,1.5,2.45,2.4,1.5,4.67,1.16,8.5,1.04,2.3,1.55
Peru Primera División,2023-05-15,22:00:00,2,Alianza Lima,Deportivo Municipal,1.31,4.27,8.7,1.02,13.0,1.22,3.95,1.71,2.02,3.1,1.33,6.1,1.11,2.33,1.55
