League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Chile Segunda División,2023-05-21,16:30:00,11,Concepción,Iberia,2.25,3.1,2.8,0.0,0.0,1.38,2.8,2.17,1.67,4.0,1.21,0.0,0.0,1.84,1.92
Paraguay Division Profesional,2023-05-21,17:00:00,19,Guaraní,Sportivo Trinidense,1.88,3.2,3.6,0.0,0.0,0.0,0.0,1.96,1.78,0.0,0.0,0.0,0.0,0.0,0.0
Peru Primera División,2023-05-21,17:00:00,16,Deportivo Municipal,Sport Huancayo,2.2,3.44,3.06,1.04,11.0,1.3,3.5,1.87,1.87,3.3,1.33,6.5,1.11,1.75,2.05
Venezuela Primera División,2023-05-21,17:00:00,15,Carabobo,Estudiantes Mérida,1.82,3.0,4.2,1.05,8.6,1.38,2.84,2.17,1.62,3.83,1.19,7.6,1.04,2.05,1.7
Brazil Serie D,2023-05-21,17:00:00,3,São Raimundo RR,Trem,1.57,3.75,4.75,1.03,13.0,1.21,3.95,1.75,2.05,2.7,1.4,5.0,1.14,1.82,1.88
Brazil Serie D,2023-05-21,17:00:00,3,Ferroviário,Tocantinópolis,1.22,6.0,9.0,0.0,0.0,1.25,3.42,1.9,1.9,2.98,1.32,4.05,1.18,2.4,1.48
Brazil Serie D,2023-05-21,17:00:00,3,Parnahyba,Fluminense PI,1.91,3.4,3.4,0.0,0.0,1.36,2.79,2.25,1.62,3.9,1.2,0.0,0.0,1.9,1.77
Brazil Serie D,2023-05-21,17:00:00,3,Operário MT,CAP,2.63,3.0,2.5,1.07,6.7,1.48,2.4,2.5,1.5,4.8,1.13,8.4,1.04,2.05,1.65
Colombia Categoria Primera B,2023-05-21,17:00:00,17,Cortuluá,Cúcuta Deportivo,2.6,2.87,2.55,1.08,7.85,1.43,2.64,2.27,1.5,4.22,1.19,7.85,1.05,2.0,1.75
Ecuador Primera Categoría Serie A,2023-05-21,17:30:00,11,Cumbayá,Delfin SC,2.65,3.19,2.65,1.05,7.5,1.38,2.8,2.2,1.6,4.1,1.2,8.5,1.04,1.94,1.8
Colombia Categoria Primera B,2023-05-21,17:30:00,17,Valledupar,Patriotas Boyacá,3.5,3.0,1.98,1.08,7.9,1.44,2.6,2.28,1.49,4.28,1.18,7.95,1.05,2.1,1.68
Argentina Primera División,2023-05-21,18:00:00,17,Colón,Barracas Central,1.75,3.1,4.4,1.08,9.0,1.41,2.88,2.25,1.57,4.4,1.21,10.0,1.05,2.1,1.67
Argentina Primera División,2023-05-21,18:00:00,17,Sarmiento,Huracán,2.55,2.8,2.7,1.1,5.8,1.42,2.6,2.45,1.5,4.3,1.17,7.5,1.05,2.05,1.7
Chile Segunda División,2023-05-21,18:00:00,11,Lautaro de Buin ,Real San Joaquín,1.8,3.56,4.1,1.03,12.0,1.27,3.35,1.93,1.85,3.25,1.28,6.5,1.1,1.8,1.86
Brazil Serie B,2023-05-21,18:00:00,7,Ponte Preta,Guarani,2.35,3.18,3.18,1.04,7.4,1.4,2.8,2.35,1.55,4.33,1.2,7.9,1.04,1.91,1.8
Brazil Serie D,2023-05-21,18:00:00,3,São Francisco,Tuna Luso,3.4,3.5,1.85,1.02,16.75,1.16,4.33,1.53,2.4,2.42,1.47,4.25,1.17,1.57,2.19
Brazil Serie D,2023-05-21,18:00:00,3,Novo Hamburgo,Brasil de Pelotas,2.88,2.88,2.4,1.1,6.85,1.51,2.38,2.6,1.48,4.95,1.12,8.85,1.03,2.09,1.63
Brazil Serie B,2023-05-21,18:15:00,7,CRB,Vila Nova,2.3,3.2,3.26,1.06,6.6,1.46,2.48,2.3,1.56,4.6,1.15,9.1,1.02,2.1,1.67
Chile Primera División,2023-05-21,18:30:00,15,Cobresal,Unión Española,1.59,4.04,5.6,1.05,9.0,1.29,3.5,1.9,1.9,3.0,1.36,5.0,1.14,1.8,1.91
Brazil Serie A,2023-05-21,18:30:00,7,Grêmio,Internacional,2.49,3.15,2.98,1.06,6.85,1.38,2.75,2.05,1.77,3.82,1.21,7.5,1.04,1.95,1.8
Chile Primera B,2023-05-21,19:00:00,13,Cobreloa,Deportes Temuco,1.82,3.1,4.1,1.1,6.9,1.49,2.46,2.48,1.42,4.63,1.16,8.55,1.04,2.15,1.65
Brazil Serie C,2023-05-21,19:00:00,4,Paysandu,Manaus,1.75,3.2,4.2,1.06,9.3,1.38,2.83,2.07,1.6,3.83,1.22,7.1,1.07,2.05,1.7
Brazil Serie C,2023-05-21,19:00:00,4,Volta Redonda,América RN,1.95,2.9,3.7,1.08,8.15,1.39,2.77,2.16,1.54,3.95,1.21,7.4,1.06,1.95,1.75
Venezuela Primera División,2023-05-21,19:15:00,15,Mineros de Guayana,Hermanos Colmenares,2.15,2.95,3.1,0.0,0.0,0.0,0.0,2.13,1.71,0.0,0.0,0.0,0.0,0.0,0.0
Paraguay Division Profesional,2023-05-21,19:30:00,19,Resistencia,Tacuary,2.6,3.0,2.45,0.0,0.0,0.0,0.0,2.17,1.64,0.0,0.0,0.0,0.0,0.0,0.0
Ecuador Primera Categoría Serie A,2023-05-21,20:00:00,11,Guayaquil City FC,CD El Nacional,2.8,3.36,2.41,1.03,9.5,1.3,3.55,1.91,1.83,3.2,1.3,6.0,1.11,1.72,1.98
Canada Canadian Premier League,2023-05-21,20:00:00,6,Cavalry FC,Atlético Ottawa,1.98,3.2,3.25,1.06,9.9,1.33,3.05,2.05,1.75,3.5,1.26,6.5,1.08,1.83,1.83
Colombia Categoria Primera A,2023-05-21,20:00:00,21,Boyacá Chicó,América de Cali,2.15,3.0,3.4,1.09,6.75,1.4,2.7,2.07,1.6,4.1,1.21,8.0,1.07,1.9,1.78
Argentina Primera División,2023-05-21,20:30:00,17,River Plate,Platense,1.29,5.14,10.05,1.04,12.0,1.28,3.6,1.87,1.89,3.4,1.33,6.5,1.1,2.25,1.57
Bolivia LFPB,2023-05-21,20:30:00,14,Municipal Vinto,Independiente Petrolero,1.75,3.3,4.1,1.06,8.5,1.3,3.3,2.17,1.56,3.4,1.28,7.0,1.08,1.98,1.78
Chile Primera B,2023-05-21,21:00:00,13,Rangers,Deportes Iquique,2.2,3.0,2.9,1.11,6.9,1.5,2.41,2.54,1.4,4.82,1.15,8.75,1.03,2.15,1.6
Chile Primera B,2023-05-21,21:00:00,13,Rangers,Deportes Iquique,2.2,3.0,2.9,1.11,6.9,1.5,2.41,2.54,1.4,4.82,1.15,8.75,1.03,2.15,1.6
Mexico Liga MX,2023-05-21,23:00:00,0,América,Guadalajara,1.55,4.0,5.0,1.03,15.25,1.18,4.33,1.6,2.2,2.4,1.5,4.33,1.18,1.72,2.15
