League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Argentina Prim B Nacional,2023-05-22,19:00:00,15,Racing Córdoba,Ferro Carril Oeste,2.24,3.03,3.6,1.08,8.0,1.45,2.56,2.4,1.53,4.4,1.17,8.05,1.05,2.1,1.68
Chile Primera B,2023-05-22,19:00:00,13,Santiago Wanderers,Barnechea,1.98,3.09,3.49,1.08,7.9,1.5,2.41,2.6,1.45,4.23,1.18,7.9,1.05,2.05,1.68
Brazil Serie A,2023-05-22,20:00:00,7,Cruzeiro,Cuiabá,1.53,3.8,7.5,1.03,8.5,1.3,3.2,2.08,1.73,3.7,1.22,7.0,1.06,2.1,1.67
Brazil Serie C,2023-05-22,20:00:00,4,EC São José,Remo,2.5,2.95,2.75,1.08,8.35,1.39,2.76,2.25,1.57,3.95,1.21,7.35,1.06,1.9,1.8
Brazil Serie C,2023-05-22,20:00:00,4,Náutico,Floresta,1.72,3.36,4.86,1.07,8.55,1.39,2.77,2.35,1.53,3.93,1.21,7.3,1.06,2.15,1.62
Colombia Categoria Primera A,2023-05-22,20:00:00,21,Alianza Petrolera,Rionegro Águilas,3.22,3.11,2.43,1.04,8.3,1.37,3.07,2.1,1.72,3.75,1.26,6.5,1.05,1.8,1.88
Paraguay Division Profesional,2023-05-22,20:30:00,19,Sportivo Luqueño,Nacional Asunción,2.58,3.3,2.86,0.0,0.0,0.0,0.0,2.1,1.68,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie D,2023-05-22,20:30:00,3,Democrata GV,Athletic Club,2.75,3.0,2.4,0.0,0.0,0.0,0.0,2.6,1.48,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-05-22,20:35:00,15,Atlanta,Gimnasia Jujuy,2.4,3.04,3.07,1.09,7.4,1.5,2.4,2.45,1.52,4.57,1.16,8.35,1.04,2.1,1.65
Argentina Prim B Nacional,2023-05-22,21:10:00,17,All Boys,Defensores de Belgrano,2.5,3.2,2.5,1.13,5.2,1.53,2.3,2.35,1.53,5.25,1.14,11.5,1.04,2.38,1.53
Chile Primera B,2023-05-22,21:30:00,13,Deportes Santa Cruz,San Marcos,2.16,2.96,3.29,1.1,7.5,1.45,2.55,2.5,1.5,4.4,1.17,8.15,1.04,2.05,1.68
Chile Primera B,2023-05-22,21:30:00,13,Univ. Concepción,Santiago Morning,2.29,3.01,2.89,1.07,8.85,1.37,2.84,2.15,1.65,3.82,1.22,7.1,1.06,1.88,1.82
