,League,Date,Time,Home,Away,Goals_H,Goals_A,Odd_H,Odd_D,Odd_A,Odd_CS_0x1_Lay_x,IDMercado_Correct_Score,Lay_0x1,Predictions,Profit,Profit_acu
14,SOUTH KOREA - K LEAGUE 1,2024-06-02,07:00:00,Seoul,Gwangju FC,1.0,2.0,2.62,3.35,2.84,13.0,1.2294521,1,1,0.94,13.159999999999995
15,SWEDEN - SUPERETTAN,2024-06-02,08:00:00,Orebro,Oddevold,2.0,2.0,2.34,3.3,3.4,13.0,1.2294282,1,1,0.94,14.099999999999994
16,SWEDEN - ALLSVENSKAN,2024-06-02,09:00:00,Djurgarden,Hammarby,0.0,3.0,1.83,4.0,4.7,19.0,1.2293915,1,1,0.94,15.039999999999994
17,SWEDEN - ALLSVENSKAN,2024-06-02,09:00:00,Kalmar,Vasteras SK,0.0,4.0,2.48,3.65,2.98,13.5,1.2293912,1,1,0.94,15.979999999999993
18,NORWAY - ELITESERIEN,2024-06-02,09:30:00,Molde,Viking,2.0,2.0,1.71,4.5,4.8,32.0,1.229398,1,1,0.94,16.919999999999995
19,SWEDEN - SUPERETTAN,2024-06-02,10:00:00,Sundsvall,Helsingborg,1.0,3.0,2.94,3.45,2.56,980.0,1.2294332,1,1,0.94,17.859999999999996
20,DENMARK - 1ST DIVISION,2024-06-02,10:00:00,Aalborg,Vendsyssel,0.0,0.0,1.58,4.9,5.1,980.0,1.2293906,1,1,0.94,18.799999999999997
21,DENMARK - 1ST DIVISION,2024-06-02,10:00:00,Sonderjyske,Kolding IF,0.0,0.0,1.69,4.4,4.3,980.0,1.2293907,1,1,0.94,19.74
22,SPAIN - LALIGA2,2024-06-02,11:15:00,Huesca,Levante,0.0,0.0,2.4,3.3,3.25,12.5,1.2293959,1,1,0.94,20.68
23,SPAIN - LALIGA2,2024-06-02,11:15:00,Andorra,Ferrol,1.0,0.0,2.36,3.5,3.3,13.0,1.2293955,1,1,0.94,21.62
24,SPAIN - LALIGA2,2024-06-02,11:15:00,Alcorcon,Burgos CF,1.0,1.0,2.92,3.4,2.66,10.0,1.2293949,1,1,0.94,22.560000000000002
25,SWEDEN - ALLSVENSKAN,2024-06-02,11:30:00,Hacken,AIK,4.0,1.0,2.1,4.0,3.55,20.0,1.2294215,1,1,0.94,23.500000000000004
26,SWEDEN - ALLSVENSKAN,2024-06-02,11:30:00,Varnamo,Mjallby,1.0,2.0,3.25,3.45,2.38,9.8,1.2294213,1,1,0.94,24.440000000000005
27,NORWAY - ELITESERIEN,2024-06-02,12:00:00,Tromso,Lillestrom,1.0,2.0,2.32,3.7,3.2,15.5,1.229446,1,1,0.94,25.380000000000006
28,SWEDEN - SUPERETTAN,2024-06-02,12:00:00,Varberg,Skovde AIK,2.0,2.0,1.88,3.85,4.4,19.0,1.2294476,1,1,0.94,26.320000000000007
29,NORWAY - ELITESERIEN,2024-06-02,12:00:00,Kristiansund,Sarpsborg 08,3.0,1.0,2.72,4.0,2.52,20.0,1.2294459,1,1,0.94,27.26000000000001
30,NORWAY - ELITESERIEN,2024-06-02,12:00:00,Stromsgodset,Odd,1.0,1.0,1.72,4.2,5.2,24.0,1.2293937,1,1,0.94,28.20000000000001
31,NORWAY - ELITESERIEN,2024-06-02,12:00:00,KFUM Oslo,Sandefjord,3.0,3.0,2.12,3.65,3.7,17.0,1.2294462,1,1,0.94,29.14000000000001
32,CROATIA - PRVA NL,2024-06-02,12:30:00,Zrinski Osjecko,Sibenik,0.0,0.0,2.62,2.76,1.46,980.0,1.2295357,1,1,0.94,30.080000000000013
33,FINLAND - VEIKKAUSLIIGA,2024-06-02,12:30:00,Ekenas,VPS,1.0,2.0,5.7,4.5,1.61,9.6,1.2294443,1,1,0.94,31.020000000000014
34,FINLAND - YKKONEN,2024-06-02,12:30:00,Klubi 04,KPV Kokkola,5.0,2.0,1.58,4.0,4.9,980.0,1.2295512,1,1,0.94,31.960000000000015
35,FINLAND - YKKONEN,2024-06-02,12:30:00,Keski-Uusimaa,VIFK,2.0,2.0,2.0,2.52,2.92,980.0,1.2295514,1,1,0.94,32.90000000000001
36,FINLAND - YKKONEN,2024-06-02,12:30:00,KuPS Akatemia,EPS,2.0,1.0,2.72,3.4,2.44,980.0,1.2295513,1,1,0.94,33.84000000000001
37,SPAIN - LALIGA2,2024-06-02,13:30:00,Burgos CF,Racing Santander,2.0,1.0,5.8,4.6,1.61,14.0,1.2293953,1,1,0.94,34.78000000000001
38,SPAIN - LALIGA2,2024-06-02,13:30:00,Tenerife,Valladolid,2.0,1.0,2.28,3.25,3.7,10.5,1.229395,1,1,0.94,35.720000000000006
39,SPAIN - LALIGA2,2024-06-02,13:30:00,Leganes,Elche,2.0,0.0,1.62,3.55,8.6,20.0,1.2293952,1,1,0.94,36.660000000000004
40,SPAIN - LALIGA2,2024-06-02,13:30:00,Espanyol,FC Cartagena SAD,3.0,0.0,1.44,4.7,9.4,29.0,1.2293957,1,1,0.94,37.6
41,CHILE - PRIMERA DIVISION,2024-06-02,13:30:00,Everton,U. De Chile,1.0,2.0,3.05,3.5,2.32,13.0,1.2294228,1,1,0.94,38.54
42,SPAIN - LALIGA2,2024-06-02,13:30:00,Mirandes,Amorebieta,1.0,0.0,2.28,3.5,3.5,14.0,1.2293948,1,1,0.94,39.48
43,NORWAY - ELITESERIEN,2024-06-02,14:15:00,Rosenborg,Fredrikstad,1.0,1.0,2.3,3.6,3.35,15.5,1.2294458,1,1,0.94,40.419999999999995
44,ARGENTINA - LIGA PROFESIONAL,2024-06-02,14:30:00,Platense,Boca Juniors,1.0,0.0,4.4,2.98,2.18,6.6,1.2293903,1,1,0.94,41.35999999999999
45,ITALY - SERIE B,2024-06-02,15:30:00,Venezia,Cremonese,0.0,0.0,2.46,3.45,3.2,13.0,1.2295258,1,1,0.94,42.29999999999999
46,SPAIN - LALIGA2,2024-06-02,16:00:00,Zaragoza,Albacete,1.0,1.0,2.18,3.6,3.7,15.0,1.2293954,1,1,0.94,43.23999999999999
47,ITALY - SERIE C,2024-06-02,16:00:00,Benevento,Carrarese,2.0,2.0,2.2,3.3,3.75,11.5,1.229475,1,1,0.94,44.179999999999986
48,CHILE - PRIMERA DIVISION,2024-06-02,16:00:00,Cobresal,Union La Calera,2.0,1.0,1.92,3.95,4.1,1000.0,1.2293973,1,1,0.94,45.11999999999998
49,BRAZIL - SERIE B,2024-06-02,16:00:00,Ponte Preta,CRB,4.0,2.0,2.26,3.0,4.2,11.0,1.2294016,1,1,0.94,46.05999999999998
50,BRAZIL - SERIE B,2024-06-02,16:00:00,Chapecoense-SC,Vila Nova FC,1.0,1.0,2.36,3.15,3.65,11.0,1.2294222,1,1,0.94,46.99999999999998
51,BRAZIL - SERIE A,2024-06-02,16:00:00,Atletico-MG,Bahia,1.0,1.0,1.77,3.9,5.3,17.0,1.2292455,1,1,0.94,47.939999999999976
52,BRAZIL - SERIE A,2024-06-02,16:00:00,Criciuma,Palmeiras,1.0,2.0,4.8,3.35,2.0,6.6,1.2292454,1,1,0.94,48.879999999999974
53,BRAZIL - SERIE A,2024-06-02,16:00:00,Vasco,Flamengo RJ,1.0,6.0,5.2,3.85,1.81,7.4,1.2292453,1,1,0.94,49.81999999999997
54,ITALY - SERIE C,2024-06-02,16:00:00,L.R. Vicenza,Avellino,2.0,1.0,2.32,3.0,3.4,1000.0,1.229475,1,1,0.94,50.75999999999997
55,ECUADOR - LIGA PRO,2024-06-02,17:00:00,U. Catolica,Macara,3.0,0.0,1.78,3.65,5.4,17.0,1.2293984,1,1,0.94,51.69999999999997
56,URUGUAY - PRIMERA DIVISION,2024-06-02,17:30:00,Defensor Sp.,Miramar,3.0,0.0,1.7,3.95,5.3,980.0,1.2294002,1,1,0.94,52.639999999999965
57,ARGENTINA - LIGA PROFESIONAL,2024-06-02,18:00:00,Central Cordoba,Talleres Cordoba,2.0,4.0,4.8,3.65,1.88,8.0,1.2293903,1,1,0.94,53.57999999999996
58,BRAZIL - SERIE A,2024-06-02,18:30:00,Fortaleza,Athletico-PR,1.0,0.0,2.3,3.25,3.75,11.5,1.2292458,1,1,0.94,54.51999999999996
59,BRAZIL - SERIE A,2024-06-02,18:30:00,Sao Paulo,Cruzeiro,2.0,0.0,1.96,3.4,5.0,12.5,1.2292457,1,1,0.94,55.45999999999996
60,COLOMBIA - PRIMERA A,2024-06-02,19:00:00,Millonarios,Junior,3.0,2.0,2.3,3.25,3.65,14.5,1.2295138,1,1,0.94,56.399999999999956
61,COLOMBIA - PRIMERA A,2024-06-02,19:00:00,Millonarios,Junior,2.0,0.0,2.3,3.25,3.65,14.5,1.2295138,1,1,0.94,57.339999999999954
62,COLOMBIA - PRIMERA A,2024-06-02,19:00:00,Bucaramanga,Pereira,3.0,1.0,2.18,3.1,4.3,12.5,1.2294466,1,1,0.94,58.27999999999995
63,ECUADOR - LIGA PRO,2024-06-02,20:00:00,Mushuc Runa,Barcelona SC,1.0,0.0,5.4,3.85,1.67,9.0,1.2293985,1,1,0.94,59.21999999999995
64,ECUADOR - LIGA PRO,2024-06-02,20:00:00,Dep. Cuenca,LDU Quito,2.0,2.0,3.35,3.65,2.14,13.0,1.229436,1,1,0.94,60.15999999999995
65,ARGENTINA - LIGA PROFESIONAL,2024-06-02,20:15:00,River Plate,Tigre,3.0,1.0,1.25,6.8,14.5,980.0,1.2293901,1,1,0.94,61.099999999999945
66,ARGENTINA - LIGA PROFESIONAL,2024-06-02,20:15:00,Instituto,Gimnasia L.P.,2.0,1.0,2.46,3.1,3.45,10.5,1.22939,1,1,0.94,62.03999999999994
67,CHILE - PRIMERA DIVISION,2024-06-02,21:00:00,Coquimbo,U. Catolica,2.0,0.0,1.99,3.5,4.2,18.0,1.2294009,1,1,0.94,62.97999999999994
68,COLOMBIA - PRIMERA A,2024-06-02,21:30:00,Deportes Tolima,Santa Fe,1.0,2.0,2.12,3.1,3.8,14.0,1.2294465,1,1,0.94,63.91999999999994
