Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
36,ENGLAND - FA CUP,30/09/2023,11:00,Hyde,Marine,2.47,3.3,2.62
37,ENGLAND - FA CUP,30/09/2023,11:00,Carshalton,Cray Valley,1.42,4.45,6.3
38,SPAIN - LALIGA2,30/09/2023,11:15,Eibar,Tenerife,2.05,3.2,4.0
39,NETHERLANDS - EREDIVISIE,30/09/2023,11:30,Feyenoord,G.A. Eagles,1.14,8.0,17.0
40,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,30/09/2023,12:00,Al Fateh,Al Wehda,2.05,3.6,3.1
41,NIGERIA - NPFL,30/09/2023,12:00,Shooting,Plateau United,1.78,3.1,4.8
42,NIGERIA - NPFL,30/09/2023,12:00,Bayelsa United,Akwa United,1.6,3.3,6.3
43,ARGENTINA - PRIMERA NACIONAL,30/09/2023,12:10,Almirante Brown,Nueva Chicago,2.0,3.25,4.0
44,SWITZERLAND - SUPER LEAGUE,30/09/2023,13:00,Servette,Lausanne,1.95,3.6,4.0
45,RUSSIA - PREMIER LEAGUE,30/09/2023,13:00,CSKA Moscow,Baltika,1.72,4.08,5.33
46,SCOTLAND - LEAGUE ONE,30/09/2023,13:30,Stirling,Cove Rangers,2.25,3.4,2.75
47,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,30/09/2023,13:30,Posusje,Tuzla City,1.82,3.5,3.95
48,ITALY - SERIE C,30/09/2023,13:30,Giana Erminio,Arzignano,2.52,3.1,2.77
49,ARGENTINA - PRIMERA NACIONAL,30/09/2023,13:30,Def. de Belgrano,All Boys,1.7,3.5,5.25
50,NETHERLANDS - EREDIVISIE,30/09/2023,13:45,PSV,FC Volendam,1.06,12.0,26.0
51,BELARUS - VYSSHAYA LIGA,30/09/2023,14:00,Din. Minsk,FC Gomel,1.5,4.55,5.51
52,MOLDOVA - SUPER LIGA,30/09/2023,14:00,Sheriff Tiraspol,Balti,1.21,5.2,11.0
53,ECUADOR - LIGA PRO,30/09/2023,15:00,Mushuc Runa,Cumbaya,1.62,3.6,4.75
54,SPAIN - PRIMERA RFEF,30/09/2023,15:00,Rayo Majadahonda,Teruel,2.2,3.1,3.0
55,SPAIN - PRIMERA RFEF,30/09/2023,15:00,Cordoba,Granada CF B,1.67,3.5,4.5
56,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,30/09/2023,15:45,FK Sarajevo,Zvijezda 09,1.1,8.25,16.5
57,BRAZIL - SERIE A,30/09/2023,16:00,Flamengo RJ,Bahia,1.5,4.33,6.5
58,SPAIN - LALIGA2,30/09/2023,16:00,Villarreal B,Alcorcon,2.45,3.2,3.0
59,ARGENTINA - PRIMERA NACIONAL,30/09/2023,16:00,Ferro,Racing Cordoba,2.15,3.3,3.4
60,VENEZUELA - LIGA FUTVE,30/09/2023,16:30,Dep. Tachira,Hermanos Colmenarez,1.38,4.3,7.7
61,PERU - LIGA 1,30/09/2023,17:00,Cienciano,Grau,1.44,4.0,6.5
62,BRAZIL - SERIE B,30/09/2023,17:00,Guarani,Novorizontino,2.57,2.8,3.0
63,BRAZIL - SERIE B,30/09/2023,18:00,ABC,Ponte Preta,2.52,2.7,3.2
64,BRAZIL - SERIE A,30/09/2023,18:30,Cuiaba,Fluminense,2.15,3.0,3.75
65,ARGENTINA - PRIMERA NACIONAL,30/09/2023,19:00,Alvarado,Agropecuario,2.45,3.1,2.9
66,COLOMBIA - PRIMERA A,30/09/2023,20:10,Atl. Nacional,Envigado,1.45,4.75,7.0
67,COLOMBIA - PRIMERA A,30/09/2023,21:00,Aguilas,Dep. Pasto,1.75,3.5,5.0
68,USA - USL CHAMPIONSHIP,30/09/2023,21:00,Colorado Springs,Rio Grande,1.83,3.65,3.85
69,ARGENTINA - COPA DE LA LIGA PROFESIONAL,30/09/2023,21:30,Banfield,Lanus,2.55,3.0,3.0
70,USA - MLS,30/09/2023,21:30,Nashville SC,Seattle Sounders,1.95,3.5,3.75
71,USA - MLS,30/09/2023,21:30,Minnesota United,San Jose Earthquakes,1.8,3.6,4.33
72,COLOMBIA - PRIMERA A,30/09/2023,22:20,Pereira,America De Cali,2.5,3.3,2.8
73,NICARAGUA - LIGA PRIMERA,30/09/2023,23:00,Managua FC,Ferretti,1.72,3.75,4.2
74,COSTA RICA - PRIMERA DIVISION,30/09/2023,23:10,San Carlos,Sporting San Jose,1.83,3.4,3.8
