,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_Under45,FT_Odd_BTTS_No,mean10_gols_feitos_home_ft,mean10_gols_sofridos_home_ft,mean10_gols_feitos_away_ft,mean10_gols_sofridos_away_ft,p_H,p_D,p_A,p_Over,p_Under,p_under45,CV_HDA,coeficiente10_gols_feitos,coeficiente10_gols_sofridos,prediction_label,prediction_score
11,SPAIN - LALIGA2,03/09/2023,13:30,Zaragoza,Eldense,1.8,3.4,5.0,2.5,1.5,2.38,1.04,1.53,1.6,0.8,0.9,0.9,0.5555556,0.29411766,0.2,0.4,0.6666667,0.962,0.42989686,0.7,-0.1,0,0.7632
12,SPAIN - LALIGA2,03/09/2023,13:30,Espanyol,Amorebieta,1.6,3.8,6.5,2.1,1.7,2.1,1.08,1.67,1.6,2.0,0.7,0.6,0.625,0.2631579,0.15384616,0.47619048,0.5882353,0.926,0.57969093,0.9,1.4,0,0.5111
13,ARGENTINA - COPA DE LA LIGA PROFESIONAL,03/09/2023,14:00,Instituto,Banfield,2.55,2.8,3.3,3.4,1.33,2.5,1.03,1.5,0.6,0.9,1.0,1.5,0.39215687,0.35714287,0.3030303,0.29411766,0.7518797,0.971,0.10451998,-0.4,-0.6,0,0.8528
14,ARGENTINA - PRIMERA NACIONAL,03/09/2023,15:10,Alvarado,San Martin T.,3.25,2.9,2.5,3.1,1.36,2.38,1.03,1.53,0.9,0.5,0.3,0.9,0.30769232,0.3448276,0.4,0.32258064,0.7352941,0.971,0.10809348,0.6,-0.4,0,0.7214
15,SPAIN - PRIMERA RFEF,03/09/2023,15:30,Melilla,Castellon,2.5,3.2,2.5,2.25,1.62,2.0,1.06,1.73,1.5,0.4,0.9,1.2,0.4,0.3125,0.4,0.44444445,0.61728394,0.943,0.11123028,0.6,-0.8,0,0.6887
16,ARGENTINA - PRIMERA NACIONAL,03/09/2023,15:30,Guillermo Brown,Agropecuario,2.75,3.1,2.75,2.5,1.5,2.0,1.05,1.73,1.5,1.0,0.6,1.4,0.36363637,0.32258064,0.36363637,0.4,0.6666667,0.952,0.05530444,0.9,-0.4,0,0.5946
17,ARGENTINA - PRIMERA NACIONAL,03/09/2023,15:30,Flandria,Temperley,3.1,3.1,2.5,2.7,1.44,2.2,1.04,1.62,1.3,1.5,0.8,1.4,0.32258064,0.32258064,0.4,0.37037036,0.6944444,0.962,0.10475656,0.5,0.1,0,0.6141
18,SPAIN - PRIMERA RFEF,03/09/2023,15:30,Sestao,Ponferradina,2.6,3.2,2.55,2.1,1.7,1.83,1.08,1.83,2.3,0.3,0.9,1.3,0.3846154,0.3125,0.39215687,0.47619048,0.5882353,0.926,0.098887965,1.4,-1.0,0,0.8097
19,SPAIN - PRIMERA RFEF,03/09/2023,15:30,Arenteiro,SD Logrones,2.2,2.9,3.4,2.5,1.5,2.2,1.05,1.62,1.0,0.7,0.8,1.3,0.45454547,0.3448276,0.29411766,0.4,0.6666667,0.952,0.18369119,0.2,-0.6,0,0.5388
20,SPAIN - LALIGA2,03/09/2023,16:00,Huesca,Mirandes,2.05,3.4,3.75,2.4,1.53,2.1,1.05,1.67,1.1,0.8,0.9,1.3,0.4878049,0.29411766,0.26666668,0.41666666,0.6535948,0.952,0.2815653,0.2,-0.5,0,0.6065
21,ARGENTINA - PRIMERA NACIONAL,03/09/2023,16:00,Gimnasia Jujuy,Chaco For Ever,2.1,3.2,3.8,2.7,1.44,2.25,1.04,1.57,1.1,0.7,0.2,1.9,0.47619048,0.3125,0.2631579,0.37037036,0.6944444,0.962,0.25968775,0.9,-1.2,0,0.5006
22,ARGENTINA - COPA DE LA LIGA PROFESIONAL,03/09/2023,16:15,Argentinos Jrs,Atl. Tucuman,1.8,3.2,5.75,2.4,1.53,2.1,1.05,1.67,1.9,1.2,0.8,0.8,0.5555556,0.3125,0.17391305,0.41666666,0.6535948,0.952,0.45415568,1.1,0.4,0,0.5973
23,SPAIN - PRIMERA RFEF,03/09/2023,16:30,CF Intercity,Alcoyano,2.15,2.9,3.25,2.25,1.62,1.91,1.07,1.8,1.3,1.0,1.0,1.3,0.4651163,0.3448276,0.30769232,0.44444445,0.61728394,0.935,0.1803544,0.3,-0.3,0,0.5049
24,SPAIN - PRIMERA RFEF,03/09/2023,16:30,Algeciras,San Fernando,2.05,3.0,3.4,2.3,1.6,2.0,1.06,1.73,0.9,1.1,1.2,1.4,0.4878049,0.33333334,0.29411766,0.4347826,0.625,0.943,0.22490515,-0.3,-0.3,0,0.5597
25,SPAIN - PRIMERA RFEF,03/09/2023,16:30,Teruel,R. Sociedad B,2.55,2.9,2.8,2.5,1.5,2.1,1.05,1.67,1.2,0.5,1.1,1.0,0.39215687,0.3448276,0.35714287,0.4,0.6666667,0.952,0.054972924,0.1,-0.5,0,0.7038
26,SPAIN - PRIMERA RFEF,03/09/2023,16:30,Sabadell,Osasuna B,2.25,3.0,3.1,2.5,1.5,2.2,1.05,1.62,1.2,0.6,0.9,1.5,0.44444445,0.33333334,0.32258064,0.4,0.6666667,0.952,0.15019077,0.3,-0.9,0,0.5184
27,ARGENTINA - PRIMERA NACIONAL,03/09/2023,18:00,Racing Cordoba,Tristan Suarez,2.15,3.3,3.5,2.25,1.62,2.0,1.06,1.73,1.2,0.9,1.1,1.5,0.4651163,0.3030303,0.2857143,0.44444445,0.61728394,0.943,0.23000948,0.1,-0.6,0,0.5684
28,ARGENTINA - PRIMERA NACIONAL,03/09/2023,18:30,Atl. Rafaela,Deportivo Madryn,2.2,3.0,3.6,2.6,1.48,2.1,1.04,1.67,0.9,1.0,0.7,0.7,0.45454547,0.33333334,0.2777778,0.3846154,0.6756757,0.962,0.20777546,0.2,0.3,0,0.5705
29,ARGENTINA - PRIMERA NACIONAL,03/09/2023,19:00,San Martin S.J.,San Telmo,1.53,3.8,7.5,2.35,1.57,2.5,1.05,1.5,2.0,0.7,0.9,1.8,0.6535948,0.2631579,0.13333334,0.42553192,0.6369427,0.952,0.63166285,1.1,-1.1,0,0.6356
30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,03/09/2023,20:30,Racing Club,Estudiantes L.P.,2.3,3.3,2.9,2.35,1.57,2.0,1.06,1.73,1.3,1.3,1.1,1.1,0.4347826,0.3030303,0.3448276,0.42553192,0.6369427,0.943,0.15232842,0.2,0.2,0,0.5645
