Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
36,SPAIN - LALIGA2,05/11/2023,14:30,Alcorcon,Racing Santander,2.2,3.3,3.4
37,ENGLAND - FA CUP,05/11/2023,14:30,Charlton,Cray Valley,1.1,10.0,19.0
38,ECUADOR - LIGA PRO,05/11/2023,14:30,Mushuc Runa,Tecnico U.,2.45,3.25,2.88
39,IVORY COAST - LIGUE 1,05/11/2023,15:00,AS Denguele,Mouna,1.78,3.0,4.75
40,SPAIN - PRIMERA RFEF,05/11/2023,15:00,Unionistas,Lugo,2.25,2.9,3.1
41,ROMANIA - LIGA 1,05/11/2023,15:30,FCSB,FC Rapid Bucuresti,1.85,3.5,3.75
42,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,05/11/2023,15:45,FK Sarajevo,Borac Banja Luka,2.0,3.35,3.45
43,BOLIVIA - DIVISION PROFESIONAL,05/11/2023,16:00,Libertad Gran Mamore,Royal Pari,2.2,3.4,2.75
44,BRAZIL - SERIE A,05/11/2023,16:00,Cruzeiro,Internacional,2.2,3.3,3.3
45,JAMAICA - PREMIER LEAGUE,05/11/2023,17:00,Humble Lions,Molynes,1.65,3.65,4.7
46,JAMAICA - PREMIER LEAGUE,05/11/2023,17:00,Mount Pleasant,Dunbeholden,1.75,3.5,4.35
47,JAMAICA - PREMIER LEAGUE,05/11/2023,17:00,Portmore,Treasure Beach,1.55,3.6,6.1
48,ARGENTINA - PRIMERA NACIONAL,05/11/2023,18:00,Ferro,Almirante Brown,2.3,2.9,3.0
49,BRAZIL - SERIE B,05/11/2023,18:00,Vitoria,Vila Nova FC,1.87,3.05,4.6
50,BRAZIL - SERIE A,05/11/2023,18:30,Coritiba,Goias,2.45,3.3,2.88
51,USA - MLS,05/11/2023,19:00,Sporting Kansas City,St. Louis City,1.75,4.33,4.2
52,NICARAGUA - LIGA PRIMERA,05/11/2023,22:00,Esteli,Ferretti,1.33,5.26,8.15
