,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_Under45,FT_Odd_BTTS_No,mean10_gols_feitos_home_ft,mean10_gols_sofridos_home_ft,mean10_gols_feitos_away_ft,mean10_gols_sofridos_away_ft,p_H,p_D,p_A,p_Over,p_Under,p_under45,CV_HDA,coeficiente10_gols_feitos,coeficiente10_gols_sofridos,prediction_label,prediction_score
14,BELGIUM - JUPILER PRO LEAGUE,26/08/2023,13:15,Eupen,Leuven,3.0,3.6,2.2,1.57,2.35,1.5,1.2,2.5,1.4,2.1,1.2,1.2,0.33333334,0.2777778,0.45454547,0.6369427,0.42553192,0.833,0.20777546,0.2,0.9,0,0.6719
15,SPAIN - LALIGA2,26/08/2023,14:00,Tenerife,Zaragoza,2.15,3.0,4.0,2.7,1.44,2.25,1.04,1.57,1.5,0.4,0.9,1.3,0.4651163,0.33333334,0.25,0.37037036,0.6944444,0.962,0.25340334,0.6,-0.9,0,0.5872
16,ARGENTINA - COPA DE LA LIGA PROFESIONAL,26/08/2023,14:30,San Lorenzo,Belgrano,2.0,3.25,4.0,2.88,1.4,2.1,1.03,1.67,1.1,0.3,0.7,1.1,0.5,0.30769232,0.25,0.3472222,0.71428573,0.971,0.3031515,0.4,-0.8,0,0.5214
17,ARGENTINA - PRIMERA NACIONAL,26/08/2023,15:00,San Telmo,Defensores Unidos,2.25,3.0,3.6,2.6,1.48,2.2,1.04,1.62,1.3,1.3,0.4,1.0,0.44444445,0.33333334,0.2777778,0.3846154,0.6756757,0.962,0.19692934,0.9,0.3,0,0.5753
18,SPAIN - PRIMERA RFEF,26/08/2023,15:30,Atl. Madrid B,Antequera,2.05,3.0,3.3,2.3,1.6,2.0,1.06,1.73,2.2,0.5,1.4,0.2,0.4878049,0.33333334,0.3030303,0.4347826,0.625,0.943,0.21592604,0.8,0.3,0,0.6421
19,ARGENTINA - PRIMERA NACIONAL,26/08/2023,15:30,Def. de Belgrano,Club A. Guemes,1.91,3.4,4.2,2.6,1.48,2.25,1.04,1.57,1.2,0.7,1.2,1.2,0.5235602,0.29411766,0.23809524,0.3846154,0.6756757,0.962,0.35093075,0.0,-0.5,0,0.6677
20,ARGENTINA - PRIMERA NACIONAL,26/08/2023,15:30,Villa Dalmine,Brown Adrogue,4.0,3.1,2.05,2.6,1.48,2.2,1.04,1.62,0.7,1.3,0.8,0.9,0.25,0.32258064,0.4878049,0.3846154,0.6756757,0.962,0.2815265,-0.1,0.4,0,0.5265
21,SPAIN - PRIMERA RFEF,26/08/2023,15:30,Dep. La Coruna,Rayo Majadahonda,1.45,3.8,6.0,2.15,1.67,2.38,1.08,1.53,2.2,0.3,0.7,1.6,0.6896552,0.2631579,0.16666667,0.4651163,0.5988024,0.926,0.6089518,1.5,-1.3,0,0.736
22,SPAIN - PRIMERA RFEF,26/08/2023,15:30,Osasuna B,Cornella,1.83,3.1,4.0,2.5,1.5,2.38,1.05,1.53,1.9,1.2,0.8,1.6,0.5464481,0.32258064,0.25,0.4,0.6666667,0.952,0.33824423,1.1,-0.4,0,0.6845
23,ARGENTINA - PRIMERA NACIONAL,26/08/2023,16:00,Nueva Chicago,Alvarado,1.95,3.1,4.5,3.1,1.36,2.63,1.03,1.44,1.6,0.6,0.8,1.4,0.51282054,0.32258064,0.22222222,0.32258064,0.7352941,0.971,0.3418409,0.8,-0.8,0,0.5435
24,ARGENTINA - PRIMERA NACIONAL,26/08/2023,16:10,Chacarita Juniors,Racing Cordoba,1.62,3.75,5.5,2.3,1.6,2.25,1.06,1.57,1.6,0.6,1.0,1.7,0.61728394,0.26666668,0.18181819,0.4347826,0.625,0.943,0.5305796,0.6,-1.1,0,0.5535
25,SPAIN - PRIMERA RFEF,26/08/2023,16:30,Gimnastic,Arenteiro,1.65,3.25,5.0,2.6,1.48,2.5,1.04,1.5,0.8,1.1,1.3,0.8,0.6060606,0.30769232,0.2,0.3846154,0.6756757,0.962,0.4626459,-0.5,0.3,0,0.5661
26,SPAIN - PRIMERA RFEF,26/08/2023,16:30,Castellon,Malaga,2.63,2.88,2.55,2.5,1.5,2.1,1.05,1.67,1.4,0.8,1.0,1.4,0.38022813,0.3472222,0.39215687,0.4,0.6666667,0.952,0.050924864,0.4,-0.6,0,0.6095
27,SPAIN - PRIMERA RFEF,26/08/2023,16:30,Unionistas,Sestao,1.67,3.25,5.0,2.5,1.5,2.5,1.05,1.5,0.9,0.6,1.1,0.7,0.5988024,0.30769232,0.2,0.4,0.6666667,0.952,0.4567192,-0.2,-0.1,0,0.5681
28,SPAIN - LALIGA2,26/08/2023,16:30,Valladolid,Alcorcon,1.7,3.5,5.75,2.35,1.57,2.25,1.05,1.57,1.3,1.6,1.2,0.4,0.5882353,0.2857143,0.17391305,0.42553192,0.6369427,0.952,0.50107116,0.1,1.2,0,0.8086
29,ARGENTINA - PRIMERA NACIONAL,26/08/2023,18:10,Ind. Rivadavia,Gimnasia Jujuy,1.7,3.75,5.0,2.25,1.62,2.2,1.06,1.62,1.5,0.6,0.8,1.9,0.5882353,0.26666668,0.2,0.44444445,0.61728394,0.943,0.4820402,0.7,-1.3,0,0.644
30,ARGENTINA - PRIMERA NACIONAL,26/08/2023,19:00,Estudiantes Rio Cuarto,Patronato,1.95,3.2,4.33,2.6,1.48,2.25,1.04,1.57,1.4,0.6,0.5,1.4,0.51282054,0.3125,0.23094688,0.3846154,0.6756757,0.962,0.33636498,0.9,-0.8,0,0.5414
31,ARGENTINA - COPA DE LA LIGA PROFESIONAL,26/08/2023,19:00,Newells Old Boys,Lanus,2.25,3.1,3.4,2.88,1.4,2.25,1.03,1.57,0.9,0.5,1.2,1.3,0.44444445,0.32258064,0.29411766,0.3472222,0.71428573,0.971,0.1843289,-0.3,-0.8,0,0.5159
32,ARGENTINA - COPA DE LA LIGA PROFESIONAL,26/08/2023,19:00,Talleres Cordoba,Huracan,1.8,3.4,4.75,2.5,1.5,2.25,1.05,1.57,1.2,0.6,0.2,1.3,0.5555556,0.29411766,0.21052632,0.4,0.6666667,0.952,0.41585407,1.0,-0.7,0,0.8807
33,ARGENTINA - PRIMERA NACIONAL,26/08/2023,21:00,San Martin T.,Flandria,1.57,3.6,6.5,2.4,1.53,2.63,1.05,1.44,1.6,0.5,0.8,2.2,0.6369427,0.2777778,0.15384616,0.41666666,0.6535948,0.952,0.5751688,0.8,-1.7,0,0.6168
