,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
42,BULGARIA - PARVA LIGA,30/09/2023,11:30,Botev Vratsa,CSKA 1948 Sofia,7.0,3.8,1.53
43,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,30/09/2023,12:00,Al Fateh,Al Wehda,2.05,3.6,3.1
44,NIGERIA - NPFL,30/09/2023,12:00,Sunshine Stars,Kano Pillars,,,
45,NIGERIA - NPFL,30/09/2023,12:00,Katsina Utd,Kwara,,,
46,NIGERIA - NPFL,30/09/2023,12:00,Heartland,Lobi Stars,,,
47,MOROCCO - BOTOLA PRO,30/09/2023,12:00,Olympique de Safi,Chabab Mohammedia,1.57,3.3,5.5
48,ARMENIA - PREMIER LEAGUE,30/09/2023,12:00,Shirak Gyumri,West Armenia,2.02,3.6,2.95
49,GHANA - PREMIER LEAGUE,30/09/2023,12:00,Bofoakwa Tano,Hearts of Oak,,,
50,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,30/09/2023,12:00,Al Raed,Al Akhdoud,2.05,3.4,3.1
51,MALTA - PREMIER LEAGUE,30/09/2023,12:15,Valletta,Mosta,1.98,3.35,3.5
52,ITALY - SERIE C,30/09/2023,13:30,Pro Vercelli,Fiorenzuola,2.0,3.05,3.9
53,MOLDOVA - SUPER LIGA,30/09/2023,14:00,Sheriff Tiraspol,Balti,1.21,5.2,11.0
54,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,30/09/2023,15:00,Al Ahli SC,Al Ettifaq,1.57,4.0,5.0
55,ITALY - SERIE C,30/09/2023,15:45,L.R. Vicenza,Atalanta U23,1.65,3.55,5.1
56,ITALY - SERIE C,30/09/2023,15:45,Arezzo,Pontedera,2.32,3.15,3.05
57,BRAZIL - SERIE A,30/09/2023,16:00,Flamengo RJ,Bahia,1.5,4.33,6.5
58,ARGENTINA - PRIMERA NACIONAL,30/09/2023,16:30,San Martin S.J.,Defensores Unidos,1.6,3.75,6.5
59,BRAZIL - SERIE B,30/09/2023,17:00,Ituano,Botafogo SP,1.95,2.9,4.45
60,BRAZIL - SERIE B,30/09/2023,18:00,ABC,Ponte Preta,2.52,2.7,3.2
61,USA - USL CHAMPIONSHIP,30/09/2023,20:30,Tampa Bay,Loudoun,1.35,5.0,7.2
